infinitive_latin,frequency,infinitive_latin_norm
roniti,1,roniti
izvijen,1,izvijen
naoštriti,1,naoštriti
narogušiti,1,narogušiti
potanko,1,potanko
zabrbljati,1,zabrbljati
hrapavo,1,hrapavo
pripitomiti,1,pripitomiti
neći,1,neći
prokrstariti,1,prokrstariti
upoznaditi,1,upoznaditi
ošišati,1,ošišati
začešljati,1,začešljati
zaštidjeti,1,zaštidjeti
otškrinuti,1,otškrinuti
žuto,1,žuto
prisvajati,1,prisvajati
izviđati,1,izviđati
nagrabusiti,1,nagrabusiti
upadošiti,1,upadošiti
žilavo,1,žilavo
dan-dva,1,dan-dva
bledunjavo,1,bledunjavo
počastvovati,1,počastvovati
prestaviti,1,prestaviti
teatralno,1,teatralno
zapljeskati,1,zapljeskati
uprati,1,uprati
prevršiti,1,prevršiti
rasplatiti,1,rasplatiti
kovitlati,1,kovitlati
otskakivati,1,otskakivati
raskrvaviti,1,raskrvaviti
odbisati,1,odbisati
jurnušiti,1,jurnušiti
napipavati,1,napipavati
stišavati,1,stišavati
kevčiti,1,kevčiti
serjožati,1,serjožati
ispremlati,1,ispremlati
sabijati,1,sabijati
kreveljiti,1,kreveljiti
rašaniti,1,rašaniti
kskriviti,1,kskriviti
čiviti,1,čiviti
čerečiti,1,čerečiti
dogrditi,1,dogrditi
šasati,1,šasati
zakikotasati,1,zakikotasati
doprešiti,1,doprešiti
obamresti,1,obamresti
prigovarati,1,prigovarati
prisluškivaln,1,prisluškivaln
detinjski,1,detinjski
pomakosati,1,pomakosati
prekoračiti,1,prekoračiti
gdegditi,1,gdegditi
smrviti,1,smrviti
sprati,1,sprati
dojurisati,1,dojurisati
živahnuti,1,živahnuti
štekati,1,štekati
usidriti,1,usidriti
fakat,1,fakat
prsnušiti,1,prsnušiti
odstranjivati,1,odstranjivati
kapriciozno,1,kapriciozno
koketno,1,koketno
smeći,1,smeći
onde,1,onde
ondje,1,ondje
mije,1,mije
brkajlo,1,brkajlo
dozvoljavati,1,dozvoljavati
škljocati,1,škljocati
strvina,1,strvina
posvati,1,posvati
uvedošiti,1,uvedošiti
nesvesno,1,nesvesno
gužvahiti,1,gužvahiti
načuljiti,1,načuljiti
brašno,1,brašno
zagustiti,1,zagustiti
izbatinati,1,izbatinati
seljački,1,seljački
mljackati,1,mljackati
začerekati,1,začerekati
omršaviti,1,omršaviti
uvredljivo,1,uvredljivo
izdirati,1,izdirati
sedlati,1,sedlati
uklanjati,1,uklanjati
promarširati,1,promarširati
pritješnjavati,1,pritješnjavati
osvetiti,1,osvetiti
istući,1,istući
otrgati,1,otrgati
sprvati,1,sprvati
stisošiti,1,stisošiti
podvikivati,1,podvikivati
razagnati,1,razagnati
dokotrljati,1,dokotrljati
pred,1,pred
poričiti,1,poričiti
razdavati,1,razdavati
oprovoditi,1,oprovoditi
skapati,1,skapati
raznovrsno,1,raznovrsno
raspodeliti,1,raspodeliti
polegnuti,1,polegnuti
zatandrkati,1,zatandrkati
obrečan,1,obrečan
sito,1,sito
izdašno,1,izdašno
upotrebljivati,1,upotrebljivati
proraditi,1,proraditi
opariti,1,opariti
razderati,1,razderati
dovršivati,1,dovršivati
trgovati,1,trgovati
primakati,1,primakati
zamahnuvisati,1,zamahnuvisati
izmlati,1,izmlati
instinktivno,1,instinktivno
tlov,1,tlov
otsalutirati,1,otsalutirati
odgegati,1,odgegati
bimoglo,1,bimoglo
raskomotiti,1,raskomotiti
dašiti,1,dašiti
krčnušiti,1,krčnušiti
đes,1,đes
bogda,1,bogda
mrsiti,1,mrsiti
odšrafiti,1,odšrafiti
ispipavati,1,ispipavati
dospavati,1,dospavati
vriti,1,vriti
pocrneti,1,pocrneti
prodrešiti,1,prodrešiti
otsekati,1,otsekati
pregrupisati,1,pregrupisati
ukorak,1,ukorak
prokrčiti,1,prokrčiti
izlepiti,1,izlepiti
zavoditi,1,zavoditi
prolivati,1,prolivati
istrebiti,1,istrebiti
izvršivati,1,izvršivati
storiti,1,storiti
otštampati,1,otštampati
zasebno,1,zasebno
simpatisati,1,simpatisati
gizdavo,1,gizdavo
potpraviti,1,potpraviti
namaknuti,1,namaknuti
posiniti,1,posiniti
rzati,1,rzati
neumorno,1,neumorno
priterati,1,priterati
odrođivati,1,odrođivati
spljoštiti,1,spljoštiti
posakrivati,1,posakrivati
ulizivati,1,ulizivati
pretražiti,1,pretražiti
izdejstvovasiti,1,izdejstvovasiti
kontrarevolucionarno,1,kontrarevolucionarno
uzastopce,1,uzastopce
natrapati,1,natrapati
preležati,1,preležati
pljuskati,1,pljuskati
evakuisati,1,evakuisati
užurbašiti,1,užurbašiti
tandrkati,1,tandrkati
ukrcavati,1,ukrcavati
priključiti,1,priključiti
otsvirati,1,otsvirati
opadati,1,opadati
ogoljavati,1,ogoljavati
zaštektati,1,zaštektati
serjožiti,1,serjožiti
strmo,1,strmo
herojski,1,herojski
šli,1,šli
uzduž,1,uzduž
sporaviti,1,sporaviti
rasplamteti,1,rasplamteti
prorediti,1,prorediti
grupisati,1,grupisati
prčastati,1,prčastati
ubosti,1,ubosti
konđati,1,konđati
satresti,1,satresti
istegliti,1,istegliti
vazdan,1,vazdan
politruk,1,politruk
pripaliti,1,pripaliti
miriti,1,miriti
sjeći,1,sjeći
upljeskati,1,upljeskati
praćakati,1,praćakati
prljas,1,prljas
politručiti,1,politručiti
pretstojati,1,pretstojati
zakašljati,1,zakašljati
nataložiti,1,nataložiti
ožežiti,1,ožežiti
taptati,1,taptati
kogrljati,1,kogrljati
taptalo,1,taptalo
podvriskivati,1,podvriskivati
zahuktati,1,zahuktati
prolomiti,1,prolomiti
potkovati,1,potkovati
zaseći,1,zaseći
podgurkivati,1,podgurkivati
strelati,1,strelati
izmenjivati,1,izmenjivati
oprastiti,1,oprastiti
pošedeti,1,pošedeti
uprtiti,1,uprtiti
sprovediti,1,sprovediti
forsirati,1,forsirati
zablenuti,1,zablenuti
ušančiti,1,ušančiti
štektati,1,štektati
dadosti,1,dadosti
zapleniti,1,zapleniti
zadavati,1,zadavati
posesti,1,posesti
probisati,1,probisati
ožeći,1,ožeći
ispupčiti,1,ispupčiti
usisavati,1,usisavati
tejati,1,tejati
nazreti,1,nazreti
opružati,1,opružati
otkada,1,otkada
paralisati,1,paralisati
zadivljovati,1,zadivljovati
pohađati,1,pohađati
uzvodno,1,uzvodno
napunisati,1,napunisati
izzršivati,1,izzršivati
zakrčivati,1,zakrčivati
prinuđavati,1,prinuđavati
razorno,1,razorno
žuhrati,1,žuhrati
frontalno,1,frontalno
umetati,1,umetati
raprskavati,1,raprskavati
izraniti,1,izraniti
pričvršćavati,1,pričvršćavati
odmileti,1,odmileti
razvaditi,1,razvaditi
uskviriti,1,uskviriti
pridodati,1,pridodati
čekist,1,čekist
opuštati,1,opuštati
gadati,1,gadati
huljati,1,huljati
pou6ijati,1,pou6ijati
pokuašati,1,pokuašati
pretresti,1,pretresti
štešnjavati,1,štešnjavati
spati,1,spati
uzletjeti,1,uzletjeti
kosnuti,1,kosnuti
prevideti,1,prevideti
krečiti,1,krečiti
jednodušno,1,jednodušno
prekršiti,1,prekršiti
iseljivati,1,iseljivati
nakriviti,1,nakriviti
pobližiti,1,pobližiti
zarazno,1,zarazno
pesmiti,1,pesmiti
osti,1,osti
onemogućavati,1,onemogućavati
prezriti,1,prezriti
kokodakati,1,kokodakati
žagoriti,1,žagoriti
gmizati,1,gmizati
operirati,1,operirati
kinoaparati,1,kinoaparati
proterati,1,proterati
lakoverno,1,lakoverno
okorelo,1,okorelo
doživljavati,1,doživljavati
postrojati,1,postrojati
spkoljavati,1,spkoljavati
prirasti,1,prirasti
trijumfovati,1,trijumfovati
uzaptiti,1,uzaptiti
učestati,1,učestati
prtiti,1,prtiti
ćelavko,1,ćelavko
zagrčnuti,1,zagrčnuti
zakidati,1,zakidati
spušati,1,spušati
promucati,1,promucati
prealačiti,1,prealačiti
trasirati,1,trasirati
letimicati,1,letimicati
nabubreti,1,nabubreti
zguriti,1,zguriti
iskidati,1,iskidati
noćivati,1,noćivati
zaoštravati,1,zaoštravati
porećavati,1,porećavati
danas-sutra,1,danas-sutra
usitniti,1,usitniti
zapetljavati,1,zapetljavati
udvostručiti,1,udvostručiti
zažmirkati,1,zažmirkati
dezertireti,1,dezertireti
razlarmati,1,razlarmati
klisnuti,1,klisnuti
razlegositi,1,razlegositi
vaško,1,vaško
kresnuti,1,kresnuti
maskirati,1,maskirati
misao,1,misao
hvatiti,1,hvatiti
otsedeti,1,otsedeti
škrabati,1,škrabati
laparati,1,laparati
zapapriti,1,zapapriti
izviriti,1,izviriti
dubavati,1,dubavati
opipavati,1,opipavati
skidošiti,1,skidošiti
odvići,1,odvići
raskrečiti,1,raskrečiti
poprečiti,1,poprečiti
uglavljivati,1,uglavljivati
stabilno,1,stabilno
omršati,1,omršati
ocrtati,1,ocrtati
izmršaveti,1,izmršaveti
zovnuti,1,zovnuti
prekardašiti,1,prekardašiti
iskritati,1,iskritati
zarivati,1,zarivati
prosećati,1,prosećati
islati,1,islati
ugrejati,1,ugrejati
premrzati,1,premrzati
oticati,1,oticati
nestašno,1,nestašno
zabisati,1,zabisati
razriti,1,razriti
provriti,1,provriti
naviti,1,naviti
otsečiti,1,otsečiti
nezgodno,1,nezgodno
sumnjivo,1,sumnjivo
pristizati,1,pristizati
uračunavati,1,uračunavati
pustošiti,1,pustošiti
zgrtati,1,zgrtati
raščišćavati,1,raščišćavati
nadziravati,1,nadziravati
nadgledati,1,nadgledati
protivzakonito,1,protivzakonito
poduliti,1,poduliti
stideti,1,stideti
poto,1,poto
tarati,1,tarati
pobijati,1,pobijati
vej,1,vej
survati,1,survati
pristupati,1,pristupati
kpecati,1,kpecati
magliti,1,magliti
izgledeti,1,izgledeti
nabasati,1,nabasati
zastrašiti,1,zastrašiti
istovariti,1,istovariti
naredeti,1,naredeti
razboljeti,1,razboljeti
vrapati,1,vrapati
šegati,1,šegati
upiljiti,1,upiljiti
čačkati,1,čačkati
nezado-voljno,1,nezado-voljno
izati,1,izati
imjati,1,imjati
zaleteti,1,zaleteti
prideti,1,prideti
đavr,1,đavr
slustiti,1,slustiti
zastreti,1,zastreti
crveniti,1,crveniti
sženiti,1,sženiti
obesisati,1,obesisati
naprasiti,1,naprasiti
unaokopo,1,unaokopo
pomeniti,1,pomeniti
zastirati,1,zastirati
pelo,1,pelo
drhtavati,1,drhtavati
smotati,1,smotati
otrpeti,1,otrpeti
otrpjeti,1,otrpjeti
izduvati,1,izduvati
farbati,1,farbati
koškati,1,koškati
podvaliti,1,podvaliti
uputipati,1,uputipati
opremati,1,opremati
demonstrativno,1,demonstrativno
ignorisati,1,ignorisati
zbisiti,1,zbisiti
raspoređivati,1,raspoređivati
hladovati,1,hladovati
spominjati,1,spominjati
uređivati,1,uređivati
rđalati,1,rđalati
dolustiti,1,dolustiti
bljesti,1,bljesti
odbijahati,1,odbijahati
čeprkati,1,čeprkati
provrtiti,1,provrtiti
podmazivati,1,podmazivati
obrecnuti,1,obrecnuti
podesati,1,podesati
protivrečiti,1,protivrečiti
mišljeti,1,mišljeti
tabelarno,1,tabelarno
iziti,1,iziti
iskašljati,1,iskašljati
uvažiti,1,uvažiti
izveštačeno,1,izveštačeno
poduprijeti,1,poduprijeti
pregovarati,1,pregovarati
mazno,1,mazno
tik,1,tik
neučtivo,1,neučtivo
zarumeniti,1,zarumeniti
posećivati,1,posećivati
žmiriti,1,žmiriti
jauknuti,1,jauknuti
izdisati,1,izdisati
nekažnjeno,1,nekažnjeno
otprati,1,otprati
vrdati,1,vrdati
okunjevati,1,okunjevati
ispunisati,1,ispunisati
oličavati,1,oličavati
sluštati,1,sluštati
čekirati,1,čekirati
približisati,1,približisati
povređivati,1,povređivati
povrećivati,1,povrećivati
prosuditi,1,prosuditi
ograničavati,1,ograničavati
ritati,1,ritati
pozno,1,pozno
zalazati,1,zalazati
krunisati,1,krunisati
podelišiti,1,podelišiti
razmetati,1,razmetati
jezgrovito,1,jezgrovito
zgužvati,1,zgužvati
iskoreniti,1,iskoreniti
intenzivno,1,intenzivno
terorisati,1,terorisati
prođišiti,1,prođišiti
naoružavati,1,naoružavati
izumresti,1,izumresti
sadržavati,1,sadržavati
naporno,1,naporno
upristi,1,upristi
potskakivati,1,potskakivati
lenjuti,1,lenjuti
preplanuti,1,preplanuti
podivljati,1,podivljati
lučati,1,lučati
snositi,1,snositi
razmnožiti,1,razmnožiti
domazlukati,1,domazlukati
kosmati,1,kosmati
imovno,1,imovno
čmavati,1,čmavati
nasumce,1,nasumce
zamesiti,1,zamesiti
spletati,1,spletati
spašavati,1,spašavati
antireligiozno,1,antireligiozno
uvređen,1,uvređen
natociljati,1,natociljati
skrpiti,1,skrpiti
razvezati,1,razvezati
zapitkivati,1,zapitkivati
njuškati,1,njuškati
revoltirati,1,revoltirati
odalaziti,1,odalaziti
upoređivati,1,upoređivati
razoružavati,1,razoružavati
nedvosmisleno,1,nedvosmisleno
prizvaditi,1,prizvaditi
prozreti,1,prozreti
žeti,1,žeti
upetostručiti,1,upetostručiti
terahati,1,terahati
tegti,1,tegti
ostaljati,1,ostaljati
dolijati,1,dolijati
puškarati,1,puškarati
uterati,1,uterati
prestrojavati,1,prestrojavati
obrazložiti,1,obrazložiti
blisko,1,blisko
popaliti,1,popaliti
obprliti,1,obprliti
poljeviti,1,poljeviti
uzbuviti,1,uzbuviti
potseći,1,potseći
bratski,1,bratski
brektati,1,brektati
uzbuniti,1,uzbuniti
gnušati,1,gnušati
uhvatisati,1,uhvatisati
odvukositi,1,odvukositi
potsmevati,1,potsmevati
suprotstavljati,1,suprotstavljati
uzmahnuti,1,uzmahnuti
preterati,1,preterati
dobacivati,1,dobacivati
prštati,1,prštati
ismejavati,1,ismejavati
uopostaviti,1,uopostaviti
isteći,1,isteći
pogoršavati,1,pogoršavati
istaknuti,1,istaknuti
huškati,1,huškati
otpuštati,1,otpuštati
idejno,1,idejno
očeličiti,1,očeličiti
rascepiti,1,rascepiti
vrškati,1,vrškati
razdražiti,1,razdražiti
zatrlati,1,zatrlati
premašati,1,premašati
izrezati,1,izrezati
zanijeti,1,zanijeti
automatski,1,automatski
podmetati,1,podmetati
prepuniti,1,prepuniti
zatresososti,1,zatresososti
pritisao,1,pritisao
našta,1,našta
nagomilati,1,nagomilati
ulepšati,1,ulepšati
ishraniti,1,ishraniti
grbaviti,1,grbaviti
ritnuti,1,ritnuti
jaučeti,1,jaučeti
otperjati,1,otperjati
rasplamtati,1,rasplamtati
prežaliti,1,prežaliti
otseći,1,otseći
zadočnuti,1,zadočnuti
baumančiti,1,baumančiti
sretosati,1,sretosati
preceniti,1,preceniti
individualno,1,individualno
neizveštačeno,1,neizveštačeno
plamšati,1,plamšati
klicati,1,klicati
uzdržljivo,1,uzdržljivo
ladati,1,ladati
uzbrdo,1,uzbrdo
žaletati,1,žaletati
pretostavljati,1,pretostavljati
potucati,1,potucati
vesti,1,vesti
ispirati,1,ispirati
pretsedavati,1,pretsedavati
preobući,1,preobući
dosađiveti,1,dosađiveti
dečački,1,dečački
zgnječiti,1,zgnječiti
otacati,1,otacati
prevaspitati,1,prevaspitati
prohodati,1,prohodati
ukusno,1,ukusno
razvoditi,1,razvoditi
dopunjivati,1,dopunjivati
beknuti,1,beknuti
potceniti,1,potceniti
remizirati,1,remizirati
odustati,1,odustati
razdvajati,1,razdvajati
kukurekati,1,kukurekati
idealno,1,idealno
imitirati,1,imitirati
pretskazivati,1,pretskazivati
produživati,1,produživati
despotski,1,despotski
iskrsavati,1,iskrsavati
preokrenuti,1,preokrenuti
posebice,1,posebice
tumbe,1,tumbe
drugarski,1,drugarski
trnuti,1,trnuti
spljeskati,1,spljeskati
predusretljivo,1,predusretljivo
postanuti,1,postanuti
nepismeno,1,nepismeno
podupirati,1,podupirati
usaditi,1,usaditi
zaoštriti,1,zaoštriti
istisnuti,1,istisnuti
prevezati,1,prevezati
raskinuti,1,raskinuti
novo,1,novo
gomilati,1,gomilati
izmamljivati,1,izmamljivati
pogoršati,1,pogoršati
odvojitati,1,odvojitati
potiskivati,1,potiskivati
zainati,1,zainati
žedno,1,žedno
rasteretiti,1,rasteretiti
rasterećivati,1,rasterećivati
junački,1,junački
poasiti,1,poasiti
istrčavati,1,istrčavati
tamaniti,1,tamaniti
vedriti,1,vedriti
utrpati,1,utrpati
učvršćivati,1,učvršćivati
montirati,1,montirati
cvrkutati,1,cvrkutati
komša,1,komša
otstraniti,1,otstraniti
neja,1,neja
mrtvački,1,mrtvački
buriti,1,buriti
neoprezno,1,neoprezno
podleći,1,podleći
omogućiti,1,omogućiti
izgpedati,1,izgpedati
klonilo,1,klonilo
neprirodno,1,neprirodno
šareno,1,šareno
zaklobučati,1,zaklobučati
platisati,1,platisati
svojedobno,1,svojedobno
lakonski,1,lakonski
naheriti,1,naheriti
zažmiriti,1,zažmiriti
satirično,1,satirično
odistati,1,odistati
izobličavati,1,izobličavati
natuštati,1,natuštati
izveštiti,1,izveštiti
neprikladno,1,neprikladno
zajamčiti,1,zajamčiti
umretati,1,umretati
predsedavati,1,predsedavati
zaintsrssovati,1,zaintsrssovati
zamucnuti,1,zamucnuti
lučiti,1,lučiti
pomicati,1,pomicati
prokurator,1,prokurator
vraški,1,vraški
zatrupkati,1,zatrupkati
gukati,1,gukati
podgovarati,1,podgovarati
poduže,1,poduže
netačno,1,netačno
ushodati,1,ushodati
pobacati,1,pobacati
dizašiti,1,dizašiti
malodušno,1,malodušno
potpasti,1,potpasti
sumljati,1,sumljati
nedovoljno,1,nedovoljno
sviti,1,sviti
podvrgavati,1,podvrgavati
razjedati,1,razjedati
unjkavo,1,unjkavo
otežući,1,otežući
nametnuti,1,nametnuti
vagati,1,vagati
ugostiti,1,ugostiti
odmereno,1,odmereno
odlamati,1,odlamati
izvedošiti,1,izvedošiti
povikivati,1,povikivati
izvisati,1,izvisati
veđati,1,veđati
izvidati,1,izvidati
odagnati,1,odagnati
predstojati,1,predstojati
judejski,1,judejski
kezati,1,kezati
grajati,1,grajati
besnehati,1,besnehati
saplesti,1,saplesti
nehoticati,1,nehoticati
nagosti,1,nagosti
inkognito,1,inkognito
smušeno,1,smušeno
zakorčiti,1,zakorčiti
omačiti,1,omačiti
odvevati,1,odvevati
paralizovati,1,paralizovati
protrčavati,1,protrčavati
sudarisati,1,sudarisati
izmastiti,1,izmastiti
povezivati,1,povezivati
natakati,1,natakati
naprsti,1,naprsti
potplitati,1,potplitati
smanjivati,1,smanjivati
primenjivati,1,primenjivati
platežno,1,platežno
disciplinovati,1,disciplinovati
zakratko,1,zakratko
ustrčati,1,ustrčati
umovati,1,umovati
kratkovido,1,kratkovido
asfaltirati,1,asfaltirati
šareneti,1,šareneti
nagrizati,1,nagrizati
nadariti,1,nadariti
uživeti,1,uživeti
islikati,1,islikati
gribojedovati,1,gribojedovati
polizati,1,polizati
ljudski,1,ljudski
umekšavati,1,umekšavati
oneraspoložiti,1,oneraspoložiti
niotkud,1,niotkud
otrgošiti,1,otrgošiti
zaplesati,1,zaplesati
zadenuti,1,zadenuti
bosti,1,bosti
splašnjavati,1,splašnjavati
uznemirisati,1,uznemirisati
nesmetano,1,nesmetano
sveže,1,sveže
bezdušno,1,bezdušno
padositi,1,padositi
ledeno,1,ledeno
sažizati,1,sažizati
plameno,1,plameno
diskutovati,1,diskutovati
zadizati,1,zadizati
ispevati,1,ispevati
vinititi,1,vinititi
zloslutno,1,zloslutno
duševno,1,duševno
maznuti,1,maznuti
goliseti,1,goliseti
popunjavati,1,popunjavati
polutruliti,1,polutruliti
pustisati,1,pustisati
ževan,1,ževan
malaksalo,1,malaksalo
zatrovati,1,zatrovati
neurašteno,1,neurašteno
sigirno,1,sigirno
ispredati,1,ispredati
uselišiti,1,uselišiti
strmeknuti,1,strmeknuti
pronicljivo,1,pronicljivo
drmnuti,1,drmnuti
dopsutiti,1,dopsutiti
dostignuti,1,dostignuti
uobličavati,1,uobličavati
ulagivati,1,ulagivati
sačiniti,1,sačiniti
utanačiti,1,utanačiti
začviti,1,začviti
zapodevati,1,zapodevati
započinjati,1,započinjati
stjopiti,1,stjopiti
inako,1,inako
zameketati,1,zameketati
protresti,1,protresti
ispavati,1,ispavati
izležavati,1,izležavati
odvedositi,1,odvedositi
naopačke,1,naopačke
hteo-ne,1,hteo-ne
poskakivati,1,poskakivati
živati,1,živati
neodložno,1,neodložno
blaženopočiti,1,blaženopočiti
majati,1,majati
uzati,1,uzati
zakrestati,1,zakrestati
dodvoravati,1,dodvoravati
slatkorečivo,1,slatkorečivo
toročiti,1,toročiti
špijunirati,1,špijunirati
prevashodno,1,prevashodno
telefonski,1,telefonski
omamiti,1,omamiti
zašaptati,1,zašaptati
tiho-pretihati,1,tiho-pretihati
špekulisati,1,špekulisati
zaklinjati,1,zaklinjati
podlačiti,1,podlačiti
pedantno,1,pedantno
napuklati,1,napuklati
prokrkljati,1,prokrkljati
izanđati,1,izanđati
zagorčavati,1,zagorčavati
odštampati,1,odštampati
odstupiti,1,odstupiti
varijetiti,1,varijetiti
upiljisati,1,upiljisati
cimati,1,cimati
ustadositi,1,ustadositi
zazvrčati,1,zazvrčati
budaliti,1,budaliti
nadnosti,1,nadnosti
riđ,1,riđ
valiti,1,valiti
poduhvatiti,1,poduhvatiti
fosforescirati,1,fosforescirati
prolamati,1,prolamati
klobučati,1,klobučati
upokojiti,1,upokojiti
zadovoljavati,1,zadovoljavati
precrtati,1,precrtati
precrtavati,1,precrtavati
posustati,1,posustati
interesantno,1,interesantno
priviđati,1,priviđati
skliznusiti,1,skliznusiti
bebasto,1,bebasto
povećati,1,povećati
treljati,1,treljati
navalisati,1,navalisati
doseći,1,doseći
puzati,1,puzati
utrpavati,1,utrpavati
nadalje,1,nadalje
nadenuti,1,nadenuti
razgoropaditi,1,razgoropaditi
omađijati,1,omađijati
ružiti,1,ružiti
prolepšati,1,prolepšati
oholo,1,oholo
posustajati,1,posustajati
pomodno,1,pomodno
raskrinkavati,1,raskrinkavati
zabubnjati,1,zabubnjati
voljati,1,voljati
avaj,1,avaj
nargoditi,1,nargoditi
iskoračiti,1,iskoračiti
bezvučno,1,bezvučno
dragoviti,1,dragoviti
razvejati,1,razvejati
ugljevnje,1,ugljevnje
zamastiti,1,zamastiti
priležno,1,priležno
naglasiti,1,naglasiti
čudesno,1,čudesno
bolećivo,1,bolećivo
dotad,1,dotad
zazvučati,1,zazvučati
digati,1,digati
istrći,1,istrći
potpaljivati,1,potpaljivati
podrigivati,1,podrigivati
podstaći,1,podstaći
uverevati,1,uverevati
tesno,1,tesno
laskavo,1,laskavo
okanuti,1,okanuti
zapucketati,1,zapucketati
otupeti,1,otupeti
nakraj,1,nakraj
strčasmiti,1,strčasmiti
otpiti,1,otpiti
nažao,1,nažao
prokotrljati,1,prokotrljati
unesrećiti,1,unesrećiti
obamreti,1,obamreti
potmuliti,1,potmuliti
čoknuti,1,čoknuti
unesositi,1,unesositi
gamizati,1,gamizati
krijutiti,1,krijutiti
neobjašnjivo,1,neobjašnjivo
blenuti,1,blenuti
lecnuti,1,lecnuti
pisaći,1,pisaći
coktati,1,coktati
istegnuti,1,istegnuti
horizontalno,1,horizontalno
mrzovoljno,1,mrzovoljno
osećajno,1,osećajno
mumlajući,1,mumlajući
tumbati,1,tumbati
odsvirati,1,odsvirati
okrenušiti,1,okrenušiti
konferansjiti,1,konferansjiti
zaseniti,1,zaseniti
štošta,1,štošta
zavoniti,1,zavoniti
smrkati,1,smrkati
hropći,1,hropći
muzati,1,muzati
bedno,1,bedno
presvisnuti,1,presvisnuti
ovlažiti,1,ovlažiti
prekorno-ljubazno,1,prekorno-ljubazno
pripaljivati,1,pripaljivati
kamoli,1,kamoli
istruleti,1,istruleti
kroz,1,kroz
živnušiti,1,živnušiti
čamititi,1,čamititi
ala,1,ala
izvikivati,1,izvikivati
obznaniti,1,obznaniti
sažaljevajući,1,sažaljevajući
poboditi,1,poboditi
proživljavati,1,proživljavati
toniti,1,toniti
odbacivati,1,odbacivati
kašljucati,1,kašljucati
razgolićivati,1,razgolićivati
gluv,1,gluv
žeći,1,žeći
žućkasto,1,žućkasto
istrzati,1,istrzati
prožderati,1,prožderati
ogrtati,1,ogrtati
naduviti,1,naduviti
odlepiti,1,odlepiti
napeti,1,napeti
pučiti,1,pučiti
napajati,1,napajati
navirati,1,navirati
otpočinjati,1,otpočinjati
borati,1,borati
umaksti,1,umaksti
izmazati,1,izmazati
stiliti,1,stiliti
zavaljivati,1,zavaljivati
razjapiti,1,razjapiti
građanko,1,građanko
odvezivati,1,odvezivati
otpakovati,1,otpakovati
naricati,1,naricati
linušiti,1,linušiti
svrbeti,1,svrbeti
izridati,1,izridati
šmrktati,1,šmrktati
proskakutati,1,proskakutati
strovaliti,1,strovaliti
oglodati,1,oglodati
denati,1,denati
otkri,1,otkri
bifedžiji,1,bifedžiji
zapanjati,1,zapanjati
bifedžijati,1,bifedžijati
dokačiti,1,dokačiti
cvrčati,1,cvrčati
pristojati,1,pristojati
pokroviteljski,1,pokroviteljski
otromboljisati,1,otromboljisati
zamajati,1,zamajati
sabajle,1,sabajle
čvokotati,1,čvokotati
zaljubljeno,1,zaljubljeno
majukati,1,majukati
ćopati,1,ćopati
izmotavati,1,izmotavati
opoganiti,1,opoganiti
ključnuti,1,ključnuti
oskudevati,1,oskudevati
prekasno,1,prekasno
posigurno,1,posigurno
nemo,1,nemo
pozavideti,1,pozavideti
rastadositi,1,rastadositi
snužditi,1,snužditi
falširati,1,falširati
nadimati,1,nadimati
dvosmisleno,1,dvosmisleno
unjkavsti,1,unjkavsti
blagoglagoljivo,1,blagoglagoljivo
hapsiti,1,hapsiti
potkupiti,1,potkupiti
azazeti,1,azazeti
uzdihnuti,1,uzdihnuti
zaklopiti,1,zaklopiti
krupno,1,krupno
mistifikovati,1,mistifikovati
iscrtati,1,iscrtati
nadvišiti,1,nadvišiti
neobuzdano,1,neobuzdano
očvrsnušiti,1,očvrsnušiti
zavezati,1,zavezati
iskosisati,1,iskosisati
priviknuti,1,priviknuti
premetati,1,premetati
obnevideti,1,obnevideti
divlje,1,divlje
obuzdati,1,obuzdati
uploviti,1,uploviti
prepucavati,1,prepucavati
iseliti,1,iseliti
zamresti,1,zamresti
jeknušiti,1,jeknušiti
zinušiti,1,zinušiti
zasedeti,1,zasedeti
dovlačiti,1,dovlačiti
svrdlati,1,svrdlati
udružiti,1,udružiti
isheriti,1,isheriti
lišavati,1,lišavati
otkrisati,1,otkrisati
kreketati,1,kreketati
huktati,1,huktati
rasipati,1,rasipati
preletjeti,1,preletjeti
cviker,1,cviker
plačno,1,plačno
pretvorisati,1,pretvorisati
štipati,1,štipati
čežnutljivo,1,čežnutljivo
divljački,1,divljački
zaparati,1,zaparati
razrediti,1,razrediti
naplivati,1,naplivati
brideti,1,brideti
poprilično,1,poprilično
iskupati,1,iskupati
aterirati,1,aterirati
rasplinuti,1,rasplinuti
rastapati,1,rastapati
slupati,1,slupati
gačati,1,gačati
salutirati,1,salutirati
bocnuti,1,bocnuti
plastrin,1,plastrin
mikroskopski,1,mikroskopski
živahno,1,živahno
mnogopoštovati,1,mnogopoštovati
leškariti,1,leškariti
podviti,1,podviti
okolišati,1,okolišati
unakaraditi,1,unakaraditi
pronalaziti,1,pronalaziti
prljiti,1,prljiti
pobliže,1,pobliže
nadnuti,1,nadnuti
tračiti,1,tračiti
zamahnu,1,zamahnu
čepti,1,čepti
prelisati,1,prelisati
žuljiti,1,žuljiti
stostruko,1,stostruko
nagratiti,1,nagratiti
došapi,1,došapi
prisedati,1,prisedati
prisesti,1,prisesti
pojmiti,1,pojmiti
zvocati,1,zvocati
jakako,1,jakako
polutruti,1,polutruti
prodrati,1,prodrati
arlaukati,1,arlaukati
