infinitive_latin,frequency
društveno,1
ispoljiti,1
preuzimati,1
izjednačiti,1
otkloniti,1
zapovediti,1
ovlaš,1
ujedati,1
ušiti,1
zašiti,1
prolupati,1
prigušivati,1
preskakati,1
ispraćati,1
pištati,1
pojačavati,1
uzbuđeno,1
negodovati,1
umotavati,1
usmeriti,1
vičiti,1
protiviti,1
kočiti,1
pridržavati,1
zacrveneti,1
uskurčiti,1
naslikati,1
zaplakati,1
okupiti,1
ustajati,1
dočekivati,1
sanjariti,1
koliti,1
obuvati,1
lrekinuti,1
osvetliti,1
projektovati,1
čunkati,1
naš,1
pritvorno,1
umiriti,1
nacrtati,1
oživljavati,1
lenjo,1
uskliknuti,1
umilno,1
predvidjeti,1
overiti,1
strčati,1
prekriti,1
zaviriti,1
nepoverljivo,1
oblokati,1
gucnuti,1
pokretati,1
skupa,1
remetiti,1
zamolriti,1
čapeti,1
uvaliti,1
nepostavljati,1
pripretiti,1
fiktivno,1
našati,1
zakovrnuti,1
zezati,1
pretresati,1
otkačiti,1
polomiti,1
uznemireno,1
dreknuti,1
sagnuti,1
zadići,1
dan-danas,1
trenirati,1
kestati,1
mrmljati,1
pljusnuti,1
potopiti,1
prazniti,1
patiti,1
iznajmiti,1
veseliti,1
ispariti,1
vatreno,1
privući,1
udavati,1
smešno,1
nezgrapno,1
sjuriti,1
zamahnuti,1
uzdići,1
isplivati,1
izroniti,1
teturati,1
oblepiti,1
optrčati,1
zvučno,1
istuširati,1
pogubiti,1
uzdisati,1
drhtati,1
klatiti,1
proživeti,1
dotaći,1
bolno,1
nalivati,1
preuzeti,1
podsmešljivo,1
dosezati,1
stišati,1
uklapati,1
uzvikan,1
doduše,1
došapnuti,1
zakoračiti,1
pobrinuti,1
narediti,1
natankati,1
energično,1
krčiti,1
škoditi,1
novinski,1
setno,1
jak,1
pomermati,1
prošaptati,1
podešavati,1
zagledati,1
nalepiti,1
dotakati,1
brižljivo,1
pomamiti,1
suzdržano,1
izbledeti,1
oduvek,1
razmislo,1
raniti,1
zveknuti,1
škljočnuti,1
zacrneti,1
diskretno,1
retroaktivno,1
registrovati,1
razmištvati,1
namakati,1
botko,1
nadolaziti,1
rekoistruisati,1
obnoviti,1
probijati,1
obogatiti,1
uvesti,1
e1spiti,1
zamislati,1
odseći,1
popreko,1
informisati,1
prepravljati,1
naseći,1
sedati,1
cinično,1
spakovati,1
stezati,1
bezuslovno,1
preturati,1
odmaći,1
bezočno,1
izdvojiti,1
izvršavati,1
nailaziti,1
razmotriti,1
uzećivati,1
nostepeno,1
ovladati,1
vežbati,1
podvlačiti,1
imalo,1
poslovno,1
vrediti,1
polagati,1
graditi,1
onemoćati,1
priznati,1
utilitarno,1
proganjati,1
šnicati,1
dezertirati,1
nasekirati,1
osjati,1
noćiti,1
zaključati,1
sprovesti,1
ustanoviti,1
skoknuti,1
skuvati,1
neefikasno,1
mdako,1
sporo,1
teći,1
raskopčavati,1
varati,1
idealizovati,1
usredsrediti,1
zakopčavati,1
haotično,1
probući,1
stigati,1
ogledati,1
izdizati,1
ondajerekati,1
istinski,1
obeznaniti,1
opterećivati,1
šutnuti,1
kršiti,1
pogubno,1
delimično,1
manje-više,1
popravati,1
redigovati,1
pokoriti,1
anonimno,1
sarađivati,1
sekivati,1
većati,1
vepo,1
ispvičati,1
obilno,1
napuderisati,1
mimoići,1
skakati,1
naređati,1
nevešto,1
zanemariti,1
napasti,1
duvati,1
nuditi,1
poticati,1
zamrzeti,1
kontraindikovati,1
preseliti,1
fatalno,1
zavesti,1
rukovoditi,1
milostivo,1
izlivati,1
upadati,1
postupati,1
neustrašivo,1
nokautirati,1
recitovati,1
opasati,1
pretući,1
naročito,1
sašaptavati,1
nagrađivati,1
uveravati,1
prekorno,1
kopno,1
vrdo,1
uozbiljiti,1
umnogome,1
odlučivati,1
podnošljivo,1
preferirati,1
isplovljavati,1
lebdeti,1
potvrđivati,1
emigrirati,1
teoretski,1
neobično,1
pobuditi,1
pobeđivati,1
epustiti,1
usporavati,1
podizati,1
edelvati,1
isploviti,1
puknuti,1
crnčiti,1
obarati,1
zbunjivati,1
pomirljivo,1
smanjiti,1
iznervirano,1
prostiti,1
podvući,1
povinovati,1
nezainteresovano,1
patetično,1
doploviti,1
nasamo,1
promrmljati,1
naslutiti,1
krajnje,1
sanjati,1
