type,verb,frequency,prefix,base_verb,derivatives_count
DERIVATIVE,potrati,1,po,trati,
DERIVATIVE,zatrati,1,za,trati,
BASE,mašiti,1,,mašiti,3
DERIVATIVE,premašiti,42,pre,mašiti,
DERIVATIVE,nadmašiti,17,nad,mašiti,
DERIVATIVE,promašiti,6,pro,mašiti,
BASE,viriti,1,,viriti,3
DERIVATIVE,izviriti,17,iz,viriti,
DERIVATIVE,zaviriti,9,za,viriti,
DERIVATIVE,uviriti,1,u,viriti,
BASE,matrati,1,,matrati,3
DERIVATIVE,smatrati,1361,s,matrati,
DERIVATIVE,razmatrati,349,raz,matrati,
DERIVATIVE,promatrati,10,pro,matrati,
BASE,dvoditi,1,,dvoditi,3
DERIVATIVE,predvoditi,171,pre,dvoditi,
DERIVATIVE,odvoditi,15,o,dvoditi,
DERIVATIVE,podvoditi,2,po,dvoditi,
BASE,redati,1,,redati,3
DERIVATIVE,uredati,2,u,redati,
DERIVATIVE,sredati,1,s,redati,
DERIVATIVE,poredati,1,po,redati,
BASE,virati,1,,virati,3
DERIVATIVE,svirati,90,s,virati,
DERIVATIVE,izvirati,6,iz,virati,
DERIVATIVE,navirati,1,na,virati,
BASE,dviti,1,,dviti,3
DERIVATIVE,nadviti,7,na,dviti,
DERIVATIVE,podviti,2,po,dviti,
DERIVATIVE,odviti,2,o,dviti,
BASE,mesati,1,,mesati,3
DERIVATIVE,smesati,2,s,mesati,
DERIVATIVE,pomesati,1,po,mesati,
DERIVATIVE,primesati,1,pri,mesati,
BASE,veliti,1,,veliti,3
DERIVATIVE,poveliti,1,po,veliti,
DERIVATIVE,naveliti,1,na,veliti,
DERIVATIVE,preveliti,1,pre,veliti,
BASE,oći,1,,oći,3
DERIVATIVE,proći,475,pr,oći,
DERIVATIVE,uoći,5,u,oći,
DERIVATIVE,voći,1,v,oći,
BASE,stavlјaju,1,,stavlјaju,3
DERIVATIVE,predstavlјaju,9,pred,stavlјaju,
DERIVATIVE,dostavlјaju,2,do,stavlјaju,
DERIVATIVE,nastavlјaju,2,na,stavlјaju,
BASE,vjesti,1,,vjesti,3
DERIVATIVE,svjesti,4,s,vjesti,
DERIVATIVE,savjesti,2,sa,vjesti,
DERIVATIVE,zavjesti,1,za,vjesti,
BASE,svojiti,1,,svojiti,3
DERIVATIVE,usvojiti,580,u,svojiti,
DERIVATIVE,osvojiti,397,o,svojiti,
DERIVATIVE,prisvojiti,7,pri,svojiti,
BASE,jetiti,1,,jetiti,3
DERIVATIVE,sjetiti,18,s,jetiti,
DERIVATIVE,odjetiti,9,od,jetiti,
DERIVATIVE,prijetiti,2,pri,jetiti,
BASE,neći,1,,neći,3
DERIVATIVE,poneći,5,po,neći,
DERIVATIVE,uneći,1,u,neći,
DERIVATIVE,odneći,1,od,neći,
BASE,ivati,1,,ivati,3
DERIVATIVE,uzivati,7,uz,ivati,
DERIVATIVE,privati,1,pr,ivati,
DERIVATIVE,predivati,1,pred,ivati,
BASE,griješiti,1,,griješiti,3
DERIVATIVE,pogriješiti,2,po,griješiti,
DERIVATIVE,sagriješiti,1,sa,griješiti,
DERIVATIVE,ogriješiti,1,o,griješiti,
BASE,staći,1,,staći,3
DERIVATIVE,podstaći,158,pod,staći,
DERIVATIVE,postaći,6,po,staći,
DERIVATIVE,pristaći,1,pri,staći,
BASE,zoviti,1,,zoviti,3
DERIVATIVE,pozoviti,89,po,zoviti,
DERIVATIVE,nazoviti,29,na,zoviti,
DERIVATIVE,sazoviti,4,sa,zoviti,
BASE,općiti,1,,općiti,3
DERIVATIVE,saopćiti,10,sa,općiti,
DERIVATIVE,uopćiti,2,u,općiti,
DERIVATIVE,priopćiti,2,pri,općiti,
BASE,nalaziti,3554,,nalaziti,2
DERIVATIVE,pronalaziti,77,pro,nalaziti,
DERIVATIVE,snalaziti,29,s,nalaziti,
BASE,morati,3422,,morati,2
DERIVATIVE,primorati,14,pri,morati,
DERIVATIVE,pomorati,1,po,morati,
BASE,želeti,2878,,želeti,2
DERIVATIVE,poželeti,94,po,želeti,
DERIVATIVE,uželeti,1,u,želeti,
BASE,doći,2342,,doći,2
DERIVATIVE,nadoći,1,na,doći,
DERIVATIVE,dodoći,1,do,doći,
BASE,smatrati,1361,,smatrati,2
DERIVATIVE,posmatrati,185,po,smatrati,
DERIVATIVE,osmatrati,1,o,smatrati,
BASE,početi,1290,,početi,2
DERIVATIVE,započeti,430,za,početi,
DERIVATIVE,otpočeti,80,ot,početi,
BASE,pomoći,1279,,pomoći,2
DERIVATIVE,pripomoći,2,pri,pomoći,
DERIVATIVE,upomoći,1,u,pomoći,
BASE,trajati,700,,trajati,2
DERIVATIVE,potrajati,31,po,trajati,
DERIVATIVE,dotrajati,3,do,trajati,
BASE,postaviti,652,,postaviti,2
DERIVATIVE,predpostaviti,2,pred,postaviti,
DERIVATIVE,zapostaviti,2,za,postaviti,
BASE,ući,596,,ući,2
DERIVATIVE,obući,8,ob,ući,
DERIVATIVE,vući,6,v,ući,
BASE,osećati,480,,osećati,2
DERIVATIVE,saosećati,6,sa,osećati,
DERIVATIVE,predosećati,1,pred,osećati,
BASE,počinjati,468,,počinjati,2
DERIVATIVE,započinjati,99,za,počinjati,
DERIVATIVE,otpočinjati,1,ot,počinjati,
BASE,primiti,426,,primiti,2
DERIVATIVE,poprimiti,10,po,primiti,
DERIVATIVE,zaprimiti,5,za,primiti,
BASE,pričati,387,,pričati,2
DERIVATIVE,popričati,14,po,pričati,
DERIVATIVE,prepričati,9,pre,pričati,
BASE,čuvati,383,,čuvati,2
DERIVATIVE,sačuvati,220,sa,čuvati,
DERIVATIVE,očuvati,82,o,čuvati,
BASE,dešavati,356,,dešavati,2
DERIVATIVE,podešavati,25,po,dešavati,
DERIVATIVE,izdešavati,2,iz,dešavati,
BASE,finansirati,328,,finansirati,2
DERIVATIVE,sufinansirati,17,su,finansirati,
DERIVATIVE,predfinansirati,1,pred,finansirati,
BASE,važiti,232,,važiti,2
DERIVATIVE,uvažiti,14,u,važiti,
DERIVATIVE,odvažiti,11,od,važiti,
BASE,primati,215,,primati,2
DERIVATIVE,poprimati,8,po,primati,
DERIVATIVE,zaprimati,4,za,primati,
BASE,predati,160,,predati,2
DERIVATIVE,raspredati,2,ras,predati,
DERIVATIVE,spredati,1,s,predati,
BASE,prodati,159,,prodati,2
DERIVATIVE,rasprodati,4,ras,prodati,
DERIVATIVE,preprodati,2,pre,prodati,
BASE,hvati,141,,hvati,2
DERIVATIVE,pohvati,49,po,hvati,
DERIVATIVE,zahvati,16,za,hvati,
BASE,umreti,132,,umreti,2
DERIVATIVE,odumreti,3,od,umreti,
DERIVATIVE,izumreti,2,iz,umreti,
BASE,glasati,131,,glasati,2
DERIVATIVE,izglasati,14,iz,glasati,
DERIVATIVE,oglasati,9,o,glasati,
BASE,povesti,126,,povesti,2
DERIVATIVE,zapovesti,5,za,povesti,
DERIVATIVE,spovesti,1,s,povesti,
BASE,probati,114,,probati,2
DERIVATIVE,oprobati,23,o,probati,
DERIVATIVE,sprobati,1,s,probati,
BASE,stradati,106,,stradati,2
DERIVATIVE,nastradati,13,na,stradati,
DERIVATIVE,postradati,3,po,stradati,
BASE,uzrokovati,104,,uzrokovati,2
DERIVATIVE,prouzrokovati,72,pro,uzrokovati,
DERIVATIVE,pruzrokovati,1,pr,uzrokovati,
BASE,trošiti,102,,trošiti,2
DERIVATIVE,potrošiti,60,po,trošiti,
DERIVATIVE,utrošiti,14,u,trošiti,
BASE,ubiti,92,,ubiti,2
DERIVATIVE,bezubiti,1,bez,ubiti,
DERIVATIVE,subiti,1,s,ubiti,
BASE,umeti,90,,umeti,2
DERIVATIVE,razumeti,444,raz,umeti,
DERIVATIVE,izumeti,2,iz,umeti,
BASE,svirati,90,,svirati,2
DERIVATIVE,odsvirati,8,od,svirati,
DERIVATIVE,zasvirati,1,za,svirati,
BASE,trpeti,89,,trpeti,2
DERIVATIVE,pretrpeti,69,pre,trpeti,
DERIVATIVE,strpeti,1,s,trpeti,
BASE,pamtiti,83,,pamtiti,2
DERIVATIVE,zapamtiti,37,za,pamtiti,
DERIVATIVE,upamtiti,2,u,pamtiti,
BASE,uhvatiti,79,,uhvatiti,2
DERIVATIVE,obuhvatiti,169,ob,uhvatiti,
DERIVATIVE,poduhvatiti,6,pod,uhvatiti,
BASE,kršiti,77,,kršiti,2
DERIVATIVE,prekršiti,47,pre,kršiti,
DERIVATIVE,skršiti,1,s,kršiti,
BASE,družiti,67,,družiti,2
DERIVATIVE,pridružiti,303,pri,družiti,
DERIVATIVE,udružiti,48,u,družiti,
BASE,poručivati,66,,poručivati,2
DERIVATIVE,preporučivati,354,pre,poručivati,
DERIVATIVE,proporučivati,1,pro,poručivati,
BASE,voliti,65,,voliti,2
DERIVATIVE,zavoliti,7,za,voliti,
DERIVATIVE,izvoliti,1,iz,voliti,
BASE,štediti,65,,štediti,2
DERIVATIVE,uštediti,22,u,štediti,
DERIVATIVE,poštediti,1,po,štediti,
BASE,krasiti,60,,krasiti,2
DERIVATIVE,ukrasiti,10,u,krasiti,
DERIVATIVE,skrasiti,5,s,krasiti,
BASE,sretati,54,,sretati,2
DERIVATIVE,susretati,125,su,sretati,
DERIVATIVE,nasretati,1,na,sretati,
BASE,dijeliti,51,,dijeliti,2
DERIVATIVE,podijeliti,67,po,dijeliti,
DERIVATIVE,dodijeliti,27,do,dijeliti,
BASE,ličiti,51,,ličiti,2
DERIVATIVE,priličiti,6,pri,ličiti,
DERIVATIVE,odličiti,1,od,ličiti,
BASE,aviti,49,,aviti,2
DERIVATIVE,praviti,255,pr,aviti,
DERIVATIVE,saviti,3,s,aviti,
BASE,lečiti,47,,lečiti,2
DERIVATIVE,izlečiti,13,iz,lečiti,
DERIVATIVE,zalečiti,1,za,lečiti,
BASE,hodati,42,,hodati,2
DERIVATIVE,prohodati,3,pro,hodati,
DERIVATIVE,uhodati,2,u,hodati,
BASE,svesti,42,,svesti,2
DERIVATIVE,osvesti,20,o,svesti,
DERIVATIVE,posvesti,17,po,svesti,
BASE,brojiti,40,,brojiti,2
DERIVATIVE,nabrojiti,2,na,brojiti,
DERIVATIVE,prebrojiti,1,pre,brojiti,
BASE,šetati,37,,šetati,2
DERIVATIVE,prošetati,26,pro,šetati,
DERIVATIVE,odšetati,1,od,šetati,
BASE,udariti,36,,udariti,2
DERIVATIVE,sudariti,4,s,udariti,
DERIVATIVE,podudariti,1,pod,udariti,
BASE,dobivati,35,,dobivati,2
DERIVATIVE,zadobivati,5,za,dobivati,
DERIVATIVE,pridobivati,3,pri,dobivati,
BASE,nimati,35,,nimati,2
DERIVATIVE,zanimati,214,za,nimati,
DERIVATIVE,snimati,115,s,nimati,
BASE,počneti,34,,počneti,2
DERIVATIVE,započneti,25,za,počneti,
DERIVATIVE,otpočneti,4,ot,počneti,
BASE,umirati,31,,umirati,2
DERIVATIVE,sumirati,20,s,umirati,
DERIVATIVE,odumirati,1,od,umirati,
BASE,pucati,28,,pucati,2
DERIVATIVE,popucati,1,po,pucati,
DERIVATIVE,zapucati,1,za,pucati,
BASE,kuvati,28,,kuvati,2
DERIVATIVE,skuvati,6,s,kuvati,
DERIVATIVE,prokuvati,3,pro,kuvati,
BASE,kretiti,28,,kretiti,2
DERIVATIVE,skretiti,5,s,kretiti,
DERIVATIVE,okretiti,1,o,kretiti,
BASE,skupiti,25,,skupiti,2
DERIVATIVE,preskupiti,1,pre,skupiti,
DERIVATIVE,poskupiti,1,po,skupiti,
BASE,uzmati,25,,uzmati,2
DERIVATIVE,poduzmati,1,pod,uzmati,
DERIVATIVE,zauzmati,1,za,uzmati,
BASE,brineti,24,,brineti,2
DERIVATIVE,pobrineti,2,po,brineti,
DERIVATIVE,zabrineti,1,za,brineti,
BASE,sušiti,23,,sušiti,2
DERIVATIVE,osušiti,18,o,sušiti,
DERIVATIVE,presušiti,2,pre,sušiti,
BASE,starati,22,,starati,2
DERIVATIVE,postarati,11,po,starati,
DERIVATIVE,prestarati,1,pre,starati,
BASE,graničiti,21,,graničiti,2
DERIVATIVE,ograničiti,67,o,graničiti,
DERIVATIVE,razgraničiti,2,raz,graničiti,
BASE,kositi,20,,kositi,2
DERIVATIVE,prkositi,13,pr,kositi,
DERIVATIVE,pokositi,1,po,kositi,
BASE,počniti,19,,počniti,2
DERIVATIVE,započniti,55,za,počniti,
DERIVATIVE,otpočniti,2,ot,počniti,
BASE,ljutiti,18,,ljutiti,2
DERIVATIVE,naljutiti,4,na,ljutiti,
DERIVATIVE,razljutiti,2,raz,ljutiti,
BASE,vaditi,17,,vaditi,2
DERIVATIVE,izvaditi,47,iz,vaditi,
DERIVATIVE,zavaditi,1,za,vaditi,
BASE,rastiti,16,,rastiti,2
DERIVATIVE,odrastiti,3,od,rastiti,
DERIVATIVE,izrastiti,1,iz,rastiti,
BASE,dižati,16,,dižati,2
DERIVATIVE,podižati,1,po,dižati,
DERIVATIVE,odižati,1,o,dižati,
BASE,porediti,16,,porediti,2
DERIVATIVE,uporediti,82,u,porediti,
DERIVATIVE,rasporediti,21,ras,porediti,
BASE,plakati,15,,plakati,2
DERIVATIVE,oplakati,1,o,plakati,
DERIVATIVE,rasplakati,1,ras,plakati,
BASE,ostaniti,15,,ostaniti,2
DERIVATIVE,izostaniti,6,iz,ostaniti,
DERIVATIVE,preostaniti,2,pre,ostaniti,
BASE,očarati,14,,očarati,2
DERIVATIVE,razočarati,9,raz,očarati,
DERIVATIVE,naočarati,4,na,očarati,
BASE,maštati,14,,maštati,2
DERIVATIVE,izmaštati,2,iz,maštati,
DERIVATIVE,razmaštati,1,raz,maštati,
BASE,ziveti,13,,ziveti,2
DERIVATIVE,poziveti,1,po,ziveti,
DERIVATIVE,doziveti,1,do,ziveti,
BASE,vežiti,13,,vežiti,2
DERIVATIVE,svežiti,39,s,vežiti,
DERIVATIVE,povežiti,33,po,vežiti,
BASE,mirisati,13,,mirisati,2
DERIVATIVE,namirisati,2,na,mirisati,
DERIVATIVE,zamirisati,1,za,mirisati,
BASE,plesati,12,,plesati,2
DERIVATIVE,zaplesati,1,za,plesati,
DERIVATIVE,proplesati,1,pro,plesati,
BASE,sijati,12,,sijati,2
DERIVATIVE,zasijati,10,za,sijati,
DERIVATIVE,prosijati,2,pro,sijati,
BASE,briniti,12,,briniti,2
DERIVATIVE,pobriniti,12,po,briniti,
DERIVATIVE,zabriniti,2,za,briniti,
BASE,daviti,12,,daviti,2
DERIVATIVE,dodaviti,6,do,daviti,
DERIVATIVE,udaviti,3,u,daviti,
BASE,gušiti,12,,gušiti,2
DERIVATIVE,ugušiti,9,u,gušiti,
DERIVATIVE,prigušiti,3,pri,gušiti,
BASE,cvetati,11,,cvetati,2
DERIVATIVE,procvetati,5,pro,cvetati,
DERIVATIVE,rascvetati,1,ras,cvetati,
BASE,igrajtiti,11,,igrajtiti,2
DERIVATIVE,zaigrajtiti,1,za,igrajtiti,
DERIVATIVE,poigrajtiti,1,po,igrajtiti,
BASE,vezivati,10,,vezivati,2
DERIVATIVE,povezivati,248,po,vezivati,
DERIVATIVE,obvezivati,1,ob,vezivati,
BASE,cijeniti,10,,cijeniti,2
DERIVATIVE,ocijeniti,26,o,cijeniti,
DERIVATIVE,procijeniti,7,pro,cijeniti,
BASE,kreći,10,,kreći,2
DERIVATIVE,zakreći,1,za,kreći,
DERIVATIVE,pokreći,1,po,kreći,
BASE,leći,9,,leći,2
DERIVATIVE,izleći,3,iz,leći,
DERIVATIVE,sleći,2,s,leći,
BASE,hapsiti,9,,hapsiti,2
DERIVATIVE,uhapsiti,23,u,hapsiti,
DERIVATIVE,pohapsiti,2,po,hapsiti,
BASE,kvačiti,9,,kvačiti,2
DERIVATIVE,prikvačiti,3,pri,kvačiti,
DERIVATIVE,zakvačiti,1,za,kvačiti,
BASE,lutati,9,,lutati,2
DERIVATIVE,zalutati,5,za,lutati,
DERIVATIVE,odlutati,3,od,lutati,
BASE,siliti,8,,siliti,2
DERIVATIVE,prisiliti,10,pri,siliti,
DERIVATIVE,osiliti,1,o,siliti,
BASE,slići,8,,slići,2
DERIVATIVE,naslići,16,na,slići,
DERIVATIVE,oslići,11,o,slići,
BASE,zariti,7,,zariti,2
DERIVATIVE,ozariti,3,o,zariti,
DERIVATIVE,nazariti,1,na,zariti,
BASE,poceti,7,,poceti,2
DERIVATIVE,zapoceti,3,za,poceti,
DERIVATIVE,otpoceti,1,ot,poceti,
BASE,gati,7,,gati,2
DERIVATIVE,ugati,37,u,gati,
DERIVATIVE,uzgati,6,uz,gati,
BASE,sporiti,7,,sporiti,2
DERIVATIVE,usporiti,31,u,sporiti,
DERIVATIVE,osporiti,21,o,sporiti,
BASE,skakati,6,,skakati,2
DERIVATIVE,preskakati,2,pre,skakati,
DERIVATIVE,uskakati,1,u,skakati,
BASE,kušati,6,,kušati,2
DERIVATIVE,pokušati,353,po,kušati,
DERIVATIVE,okušati,11,o,kušati,
BASE,krstiti,6,,krstiti,2
DERIVATIVE,ukrstiti,4,u,krstiti,
DERIVATIVE,prekrstiti,2,pre,krstiti,
BASE,paditi,6,,paditi,2
DERIVATIVE,napaditi,1,na,paditi,
DERIVATIVE,otpaditi,1,ot,paditi,
BASE,gasiti,6,,gasiti,2
DERIVATIVE,ugasiti,18,u,gasiti,
DERIVATIVE,zagasiti,1,za,gasiti,
BASE,mutiti,6,,mutiti,2
DERIVATIVE,umutiti,7,u,mutiti,
DERIVATIVE,razmutiti,3,raz,mutiti,
BASE,trpiti,5,,trpiti,2
DERIVATIVE,pretrpiti,3,pre,trpiti,
DERIVATIVE,strpiti,1,s,trpiti,
BASE,sjesti,5,,sjesti,2
DERIVATIVE,odsjesti,2,od,sjesti,
DERIVATIVE,susjesti,1,su,sjesti,
BASE,sejati,5,,sejati,2
DERIVATIVE,posejati,3,po,sejati,
DERIVATIVE,zasejati,1,za,sejati,
BASE,očiti,5,,očiti,2
DERIVATIVE,uočiti,73,u,očiti,
DERIVATIVE,predočiti,30,pred,očiti,
BASE,množiti,5,,množiti,2
DERIVATIVE,umnožiti,3,u,množiti,
DERIVATIVE,pomnožiti,1,po,množiti,
BASE,retiti,5,,retiti,2
DERIVATIVE,sretiti,14,s,retiti,
DERIVATIVE,vretiti,1,v,retiti,
BASE,mesiti,5,,mesiti,2
DERIVATIVE,umesiti,6,u,mesiti,
DERIVATIVE,zamesiti,4,za,mesiti,
BASE,vići,5,,vići,2
DERIVATIVE,navići,68,na,vići,
DERIVATIVE,predvići,1,pred,vići,
BASE,čećati,5,,čećati,2
DERIVATIVE,sačećati,7,sa,čećati,
DERIVATIVE,dočećati,4,do,čećati,
BASE,uditi,5,,uditi,2
DERIVATIVE,suditi,50,s,uditi,
DERIVATIVE,nauditi,3,na,uditi,
BASE,plaviti,4,,plaviti,2
DERIVATIVE,preplaviti,7,pre,plaviti,
DERIVATIVE,poplaviti,4,po,plaviti,
BASE,vrsiti,4,,vrsiti,2
DERIVATIVE,zavrsiti,8,za,vrsiti,
DERIVATIVE,povrsiti,1,po,vrsiti,
BASE,srestiti,4,,srestiti,2
DERIVATIVE,susrestiti,9,su,srestiti,
DERIVATIVE,presrestiti,2,pre,srestiti,
BASE,pomeneti,4,,pomeneti,2
DERIVATIVE,spomeneti,7,s,pomeneti,
DERIVATIVE,napomeneti,6,na,pomeneti,
BASE,dugati,4,,dugati,2
DERIVATIVE,predugati,2,pre,dugati,
DERIVATIVE,zadugati,1,za,dugati,
BASE,ravnati,4,,ravnati,2
DERIVATIVE,poravnati,2,po,ravnati,
DERIVATIVE,izravnati,1,iz,ravnati,
BASE,irati,4,,irati,2
DERIVATIVE,sirati,20,s,irati,
DERIVATIVE,virati,1,v,irati,
BASE,farbati,4,,farbati,2
DERIVATIVE,ofarbati,1,o,farbati,
DERIVATIVE,prefarbati,1,pre,farbati,
BASE,noći,4,,noći,2
DERIVATIVE,prenoći,6,pre,noći,
DERIVATIVE,ponoći,2,po,noći,
BASE,nuti,4,,nuti,2
DERIVATIVE,nanuti,2,na,nuti,
DERIVATIVE,prenuti,1,pre,nuti,
BASE,legati,4,,legati,2
DERIVATIVE,podlegati,3,pod,legati,
DERIVATIVE,ulegati,1,u,legati,
BASE,krčiti,3,,krčiti,2
DERIVATIVE,prokrčiti,2,pro,krčiti,
DERIVATIVE,zakrčiti,1,za,krčiti,
BASE,kajati,3,,kajati,2
DERIVATIVE,pokajati,6,po,kajati,
DERIVATIVE,raskajati,1,ras,kajati,
BASE,zidati,3,,zidati,2
DERIVATIVE,sazidati,2,sa,zidati,
DERIVATIVE,zazidati,1,za,zidati,
BASE,sluziti,3,,sluziti,2
DERIVATIVE,usluziti,4,u,sluziti,
DERIVATIVE,zasluziti,1,za,sluziti,
BASE,prijeti,3,,prijeti,2
DERIVATIVE,doprijeti,2,do,prijeti,
DERIVATIVE,zaprijeti,1,za,prijeti,
BASE,skacati,3,,skacati,2
DERIVATIVE,uskacati,2,u,skacati,
DERIVATIVE,preskacati,1,pre,skacati,
BASE,brusiti,3,,brusiti,2
DERIVATIVE,prebrusiti,1,pre,brusiti,
DERIVATIVE,izbrusiti,1,iz,brusiti,
BASE,grabiti,3,,grabiti,2
DERIVATIVE,prigrabiti,4,pri,grabiti,
DERIVATIVE,ugrabiti,2,u,grabiti,
BASE,berati,3,,berati,2
DERIVATIVE,saberati,1,sa,berati,
DERIVATIVE,proberati,1,pro,berati,
BASE,dužati,3,,dužati,2
DERIVATIVE,zadužati,2,za,dužati,
DERIVATIVE,pridužati,1,pri,dužati,
BASE,blagati,3,,blagati,2
DERIVATIVE,ublagati,9,u,blagati,
DERIVATIVE,oblagati,4,o,blagati,
BASE,poriti,3,,poriti,2
DERIVATIVE,sporiti,7,s,poriti,
DERIVATIVE,otporiti,2,ot,poriti,
BASE,knjižiti,3,,knjižiti,2
DERIVATIVE,uknjižiti,4,u,knjižiti,
DERIVATIVE,proknjižiti,1,pro,knjižiti,
BASE,miniti,3,,miniti,2
DERIVATIVE,zaminiti,1,za,miniti,
DERIVATIVE,preminiti,1,pre,miniti,
BASE,padneti,3,,padneti,2
DERIVATIVE,upadneti,1,u,padneti,
DERIVATIVE,propadneti,1,pro,padneti,
BASE,isati,2,,isati,2
DERIVATIVE,visati,9,v,isati,
DERIVATIVE,sisati,1,s,isati,
BASE,tovariti,2,,tovariti,2
DERIVATIVE,utovariti,5,u,tovariti,
DERIVATIVE,natovariti,1,na,tovariti,
BASE,časti,2,,časti,2
DERIVATIVE,počasti,1,po,časti,
DERIVATIVE,pričasti,1,pri,časti,
BASE,mići,2,,mići,2
DERIVATIVE,pomići,4,po,mići,
DERIVATIVE,promići,4,pro,mići,
BASE,stariti,2,,stariti,2
DERIVATIVE,zastariti,2,za,stariti,
DERIVATIVE,ostariti,2,o,stariti,
BASE,kuhati,2,,kuhati,2
DERIVATIVE,prokuhati,1,pro,kuhati,
DERIVATIVE,skuhati,1,s,kuhati,
BASE,sloviti,2,,sloviti,2
DERIVATIVE,usloviti,37,u,sloviti,
DERIVATIVE,nasloviti,1,na,sloviti,
BASE,avati,2,,avati,2
DERIVATIVE,obavati,1,ob,avati,
DERIVATIVE,izavati,1,iz,avati,
BASE,digneti,2,,digneti,2
DERIVATIVE,podigneti,31,po,digneti,
DERIVATIVE,odigneti,1,o,digneti,
BASE,tržati,2,,tržati,2
DERIVATIVE,otržati,1,o,tržati,
DERIVATIVE,stržati,1,s,tržati,
BASE,teziti,2,,teziti,2
DERIVATIVE,proteziti,1,pro,teziti,
DERIVATIVE,poteziti,1,po,teziti,
BASE,bojiti,2,,bojiti,2
DERIVATIVE,obojiti,12,o,bojiti,
DERIVATIVE,prebojiti,1,pre,bojiti,
BASE,sreći,2,,sreći,2
DERIVATIVE,posreći,4,po,sreći,
DERIVATIVE,usreći,3,u,sreći,
BASE,kliznuti,2,,kliznuti,2
DERIVATIVE,skliznuti,3,s,kliznuti,
DERIVATIVE,okliznuti,1,o,kliznuti,
BASE,štedeti,2,,štedeti,2
DERIVATIVE,uštedeti,40,u,štedeti,
DERIVATIVE,poštedeti,4,po,štedeti,
BASE,smejati,2,,smejati,2
DERIVATIVE,nasmejati,17,na,smejati,
DERIVATIVE,zasmejati,1,za,smejati,
BASE,štedjeti,2,,štedjeti,2
DERIVATIVE,uštedjeti,11,u,štedjeti,
DERIVATIVE,poštedjeti,1,po,štedjeti,
BASE,prskati,2,,prskati,2
DERIVATIVE,naprskati,2,na,prskati,
DERIVATIVE,poprskati,1,po,prskati,
BASE,liječiti,2,,liječiti,2
DERIVATIVE,zaliječiti,1,za,liječiti,
DERIVATIVE,izliječiti,1,iz,liječiti,
BASE,rendati,1,,rendati,2
DERIVATIVE,izrendati,2,iz,rendati,
DERIVATIVE,narendati,1,na,rendati,
BASE,ndati,1,,ndati,2
DERIVATIVE,sandati,2,sa,ndati,
DERIVATIVE,nandati,1,na,ndati,
BASE,giniti,1,,giniti,2
DERIVATIVE,poginiti,3,po,giniti,
DERIVATIVE,uginiti,2,u,giniti,
BASE,gorjeti,1,,gorjeti,2
DERIVATIVE,izgorjeti,2,iz,gorjeti,
DERIVATIVE,sagorjeti,1,sa,gorjeti,
BASE,aleti,1,,aleti,2
DERIVATIVE,nadaleti,11,nad,aleti,
DERIVATIVE,predaleti,5,pred,aleti,
BASE,motriti,1,,motriti,2
DERIVATIVE,razmotriti,435,raz,motriti,
DERIVATIVE,promotriti,1,pro,motriti,
BASE,ležiti,1,,ležiti,2
DERIVATIVE,podležiti,20,pod,ležiti,
DERIVATIVE,sležiti,1,s,ležiti,
BASE,većati,1,,većati,2
DERIVATIVE,povećati,540,po,većati,
DERIVATIVE,uvećati,54,u,većati,
BASE,snivati,1,,snivati,2
DERIVATIVE,zasnivati,214,za,snivati,
DERIVATIVE,osnivati,40,o,snivati,
BASE,tonuti,1,,tonuti,2
DERIVATIVE,potonuti,6,po,tonuti,
DERIVATIVE,utonuti,3,u,tonuti,
BASE,gadjati,1,,gadjati,2
DERIVATIVE,pogadjati,2,po,gadjati,
DERIVATIVE,dogadjati,2,do,gadjati,
BASE,kratiti,1,,kratiti,2
DERIVATIVE,skratiti,25,s,kratiti,
DERIVATIVE,prekratiti,3,pre,kratiti,
BASE,buhvatati,1,,buhvatati,2
DERIVATIVE,obuhvatati,564,o,buhvatati,
DERIVATIVE,ubuhvatati,1,u,buhvatati,
BASE,vrgnuti,1,,vrgnuti,2
DERIVATIVE,svrgnuti,2,s,vrgnuti,
DERIVATIVE,podvrgnuti,2,pod,vrgnuti,
BASE,tresiti,1,,tresiti,2
DERIVATIVE,otresiti,1,o,tresiti,
DERIVATIVE,protresiti,1,pro,tresiti,
BASE,svijeti,1,,svijeti,2
DERIVATIVE,zasvijeti,1,za,svijeti,
DERIVATIVE,osvijeti,1,o,svijeti,
BASE,alati,1,,alati,2
DERIVATIVE,valati,1,v,alati,
DERIVATIVE,salati,1,s,alati,
BASE,sevati,1,,sevati,2
DERIVATIVE,posevati,1,po,sevati,
DERIVATIVE,usevati,1,u,sevati,
BASE,bušiti,1,,bušiti,2
DERIVATIVE,probušiti,6,pro,bušiti,
DERIVATIVE,izbušiti,1,iz,bušiti,
BASE,tazati,1,,tazati,2
DERIVATIVE,stazati,1,s,tazati,
DERIVATIVE,potazati,1,po,tazati,
BASE,eliti,1,,eliti,2
DERIVATIVE,seliti,10,s,eliti,
DERIVATIVE,veliti,1,v,eliti,
BASE,veseliti,1,,veseliti,2
DERIVATIVE,razveseliti,2,raz,veseliti,
DERIVATIVE,proveseliti,1,pro,veseliti,
BASE,čitavati,1,,čitavati,2
DERIVATIVE,očitavati,9,o,čitavati,
DERIVATIVE,učitavati,6,u,čitavati,
BASE,stvariti,1,,stvariti,2
DERIVATIVE,ostvariti,783,o,stvariti,
DERIVATIVE,ustvariti,6,u,stvariti,
