infinitive_latin,frequency
okončati,15
obliti,15
prosipati,15
prikloniti,15
ubeđivati,15
proricati,15
ključati,15
zaliti,15
vrebati,15
okaniti,15
usporavati,15
dojahati,15
kloniti,15
promaći,15
smrknuti,15
zevati,15
uzmuvati,15
oduševljavati,15
ispoljavati,15
odvezati,15
poučiti,15
utrnuti,15
moriti,15
raspitati,15
maknuti,15
zatrpati,15
sasušiti,15
sastajati,15
prostirati,15
privikavati,15
hukati,15
pročuti,15
ukrštati,15
probosti,15
nadneti,15
hrabriti,15
saterati,15
useliti,15
protumačiti,15
dojuriti,15
otpočiti,15
spašavati,15
brujati,15
opadati,15
posvećivati,15
zbližiti,15
podošiti,15
glumiti,15
opažati,15
kušati,15
silovati,15
napojiti,15
namrstiti,15
pretrnuti,15
štrčati,15
nasuti,15
zateturati,15
olizati,15
unakaziti,15
smračiti,14
sekirati,14
iskati,14
veliti,14
izračunati,14
harati,14
šuškati,14
osušiti,14
izgurati,14
isprečiti,14
prošaputati,14
snabdeti,14
zalivati,14
zabranjivati,14
odmeravati,14
povoditi,14
opsedati,14
obraditi,14
upraviti,14
gladiti,14
rukovati,14
izmenjivati,14
razvezati,14
kasniti,14
pokrasti,14
zapljuskivati,14
zamenjivati,14
trepnuti,14
tištati,14
pobesneti,14
zadavati,14
odalamiti,14
ućutkati,14
odlučivati,14
useći,14
propratiti,14
zamoriti,14
grmeti,14
posuti,14
zahvatati,14
šarati,14
crtati,14
lajati,14
smanjivati,14
poštapati,14
saditi,14
kleknuti,14
sakrati,14
pregraditi,14
zatrebati,14
udavati,14
propiti,14
pomesti,14
doticati,14
jaukati,14
tinjati,14
dopunjavati,14
nagoveštavati,14
sudarati,14
potopiti,14
razvući,14
zavejati,14
upiti,14
zapovedati,14
podigositi,14
zaglaviti,14
prozepsti,14
poštediti,14
poletesti,14
najaviti,14
dopremiti,14
obračunati,14
uzjahati,14
kapati,14
mleti,14
iščezati,14
opkolišiti,14
potpaliti,14
smrznuti,14
udeti,14
upreti,14
iskolačiti,14
umući,14
sašiti,14
saznaditi,14
promačiti,14
štajati,14
došanuti,14
zasjasiti,14
šepuriti,13
zajapuriti,13
posrtati,13
izvoljevati,13
dostići,13
preplaviti,13
pokucati,13
uslužiti,13
uroditi,13
razabirati,13
dočepati,13
